ID,name1
H4P00027,"Adalbert II., Gf. v. Ballenstedt, Gem. Adelheids v. Weimar-Orlamünde, Vater Mgf. Ottos (d. Reichen) II. v. Meißen und Pfalzgf. Siegfrieds v. Lothringen bzw. bei Rhein, Schwiegersohn Mgf. Dedis (Dedo) (d. Älteren) I. v. d. Niederlausitz"
H4P00028,"Adalbert, Gf. I. v. Calw, Gf. im Ufgau, <i>miles et fidelis</i> d. Kl.s Lorsch, Vater Gf. Adalbert II. v. Calw"
H4P00029,"Adalbert, Gf. II. v. Calw, Vogt d. Kl.s Hirsau, Gem. Wiltruds, Vater Adalberts, (ksl. Gegen)Bf. Brunos (v. Calw) v. Metz, Gottfrieds, Irmingards und Utas, Sohn Gf. Adalberts I. v. Calw, Neffe Papst Leos IX."
H4P00030,"Adalbert, Gf. v. Eppan"
H4P00031,"Adalbert, Gf. im Nordthüringgau"
H4P00032,"Adalbert, Gf. im Schotzachgau"
H4P00033,"Adalbert, Gf. im Schwabengau"
H4P00034,"Adalbert, Gf. v. Tirol"
H4P00035,"Adalbert, Gf., Vater Gf. Ottos im Schwabengau"
H4P00036,"Adalbert, Gf."
H4P00037,"Adalbert v. Bauschlott, Herr"
H4P00038,"Adalbert v. Hohenentringen, Herr"
H4P00039,"Adalbert v. Saarbrücken, Kanzler Heinrichs V."
H4P00040,"Adalbert, Ministeriale"
H4P00041,"Adalbert, Getreuer Heinrichs IV."
H4P00042,"Adalbert, Sohn Gf. Adalberts II. v. Calw und Wiltruds, Bruder (ksl. Gegen)Bf. Brunos (v. Calw) v. Metz, Gottfrieds, Irmingards und Utas, Neffe Hzg. Gottfrieds (IV.) (d. Buckligen) v. Niederlothringen und Gf.in Idas (v. Bouillon)"
H4P00043,Adalbert v. Elchingen
H4P00044,Adalbert v. Ortenburg
H4P00045,"Adalbert <i>Alemannus</i>, Brixener Bannerträger"
H4P00046,"Adalbert, Bruder Muzos und Reginmunds"
H4P00047,"Adalbert, Ebf. v. Bremen-Hamburg (1043-1072), Bruder Mgf./Pfalzgf. Dedis (<i>Teto</i>/<i>Theti</i>) und Pfalzgf. Friedrichs v. Sachsen (Gf. II. v. Goseck), Onkel Bischofselekt Friedrichs v. Naumburg-Zeitz"
H4P00048,"Adalbert, Ebf. v. Mainz"
H4P00049,"Adalbert, Bf. v. Bamberg"
H4P00050,"Adalbert, Bf. v. Novara → Albert, Bf. v. Novara"
H4P00051,"Adalbert, Bf. v. Worms (1070-1107)"
H4P00052,"Adalbert, Abt d. Kl.s Lorsch, Lorscher Mönch"
H4P00053,"Adalbold, Bf. v. Utrecht (1010-1026)"
H4P00054,"Adalger A, namentlich unbekannter Notar"
H4P00055,"Adalgoz <i>de Mindilowa</i> (Mindelau?), Herr"
H4P00056,Adalhalm
H4P00057,"Adalhard, Abt d. Kl.s Niederaltaich"
H4P00058,"Adalint, Schwester Judiths"
H4P00059,"Adalpert (Adelbrecht <i>Frisingensis</i>), Freisinger Vicedominus"
H4P00060,"Adalpret, Gf. v. Flavon"
H4P00061,"Adalram, Abt d. Kl.s Kremsmünster"
H4P00062,"Adam, <i>iudex</i>, Vogt Bf. Milos v. Padua"
H4P00063,"Adam, <i>legis peritus</i>"
H4P00064,"Adam v. Castello, Bürger Bergamos"
H4P00065,"Adela, Mgf.in"
H4P00066,"Adela v. Brabant, Gem.in (1) Mgf. Ottos (v. Orlamünde) I. v. Meißen und (2) Mgf. Dedis (Dedo) (d. Älteren) I. v. d. Niederlausitz, Mutter Adelheids v. Weimar-Orlamünde, Kunigundes v. Weimar-Orlamünde und Odas (aus [1]) und Mgf. Heinrichs I. v. Meißen (aus [2])"
H4P00067,Adelbrecht <i>Frisingensis</i> → Adalpert
H4P00068,"Adelbrecht, Gesandter Heinrichs IV."
H4P00069,"Adelgaudus, Abt d. Kl.s Ebers(heim)münster, Sohn Judiths"
H4P00070,Adelhard v. Mühlhausen
H4P00071,"Adelhard, Dienstmann Äbtissin Swanihilds v. Essen, Gem. Giselas, Vater Adelheids, Grimolds, Hizakas und Regilinds"
H4P00072,"Adelheid, Ks.in, Tante Heinrichs IV."
H4P00073,"Adelheid (v. Susa/v. Turin), Mgf.in. v. Turin, Gem.in Mgf. Ottos (v. Savoyen) v. Susa-Turin, Mutter Adelheids v. Turin, Amadeus’ und Ks.in Berthas (v. Turin), Schwester Immulas (Irmingard), Tante Gf.in Alberadas, Mgf. Ekberts II. v. Meißen und Judiths, Großmutter Friedrichs v. Mömpelgard"
H4P00074,"Adelheid del Vasto, Gem.in Gf. Rogers I. v. Sizilien, Mutter Mathildes"
H4P00075,"Adelheid (v. Rheinfelden), Kg.in v. Ungarn, Gem.in Kg. Ladislaus’ (László) I. v. Ungarn, Tochter (Gegen)Kg. Rudolfs v. Rheinfelden und Adelheids v. Turin, Schwester Agnes’ v. Rheinfelden, Berthas v. Rheinfelden und (Gegen)Hzg. Bertholds (v. Rheinfelden) I. v. Schwaben, Nichte Bf. Adalberos (v. Rheinfelden) v. Worms, Amadeus’ und Ks.in Berthas (v. Turin)"
H4P00076,"Adelheid v. Turin, Gem.in (Gegen)Kg. Rudolfs v. Rheinfelden, Mutter Kg.in Adelheids (v. Rheinfelden) v. Ungarn, Agnes’ v. Rheinfelden, Berthas v. Rheinfelden und (Gegen)Hzg. Bertholds (v. Rheinfelden) I. v. Schwaben(?), Tochter Mgf. Ottos (v. Savoyen) v. Susa-Turin und Mgf.in Adelheids (v. Susa/v. Turin) v. Turin, Schwester Amadeus’ und Ks.in Berthas (v. Turin), Nichte Immulas (Irmingard), Tante Adelheids, Agnes’ v. Waiblingen, Heinrichs V., Heinrichs, (Gegen)Kg. Konrads (III.) (und Mathildes [<i>Mactilldr</i>]?)"
H4P00077,"Adelheid v. Weimar-Orlamünde, Gem.in (1) Gf. Adalberts (II.) v. Ballenstedt (2) Pfalzgf. Hermanns II. v. Lothringen und (3) Pfalzgf. Heinrichs (II. v. Laach) II. v. Lothringen, Mutter Mgf. Ottos (d. Reichen) II. v. Meißen und Pfalzgf. Siegfrieds v. Lothringen bzw. bei Rhein (alle aus [1]), Tochter Mgf. Ottos (v. Orlamünde) I. v. Meißen und Adelas v. Brabant, Schwester Kunigundes v. Weimar-Orlamünde und Odas, Halbschwester Mgf. Heinrichs I. v. Meißen, Nichte Mgf. Wilhelms I. v. Meißen"
H4P00078,"Adelheid, Tochter Heinrichs IV. und Ks.in Berthas (v. Turin), Schwester Agnes’ v. Waiblingen, Heinrichs V., Heinrichs, (Gegen)Kg. Konrads (III.) (und Mathildes [<i>Mactilldr</i>]?), Nichte Adelheids v. Turin, Äbtissin Adelheids v. Gandersheim, Amadeus’, Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes"
H4P00079,"Adelheid v. Stade, Gem.in (1) Gf. Friedrichs III. v. Goseck und (2) Gf. Ludwigs (II.) (d. Springers) v. Thüringen, Tochter Mgf. Udos d. (sächsischen) Nordmark u. d. Mark Zeitz (Gf. II. v. Stade), Schwester Mgf. Heinrichs d. (sächsischen) Nordmark und Mgf. Udos d. (sächsischen) Nordmark (Gf. III. v. Stade)"
H4P00080,"Adelheid, Tochter Adelhards und Giselas, Schwester Grimolds, Hizakas und Regilinds"
H4P00081,Adelheid → Eupraxia (Praxedis)
H4P00082,"Adelheid, Magd"
H4P00083,"Adelheid, Äbtissin v. Gandersheim und Äbtissin II. d. Stifts zu Quedlinburg, Tochter Ks. Heinrichs III. und Ks.in Agnes’ v. Poitou, Schwester Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tante Adelheids, Agnes’ v. Waiblingen, Heinrichs V., Heinrichs und (Gegen)Kg. Konrads (III.)"
H4P00084,Adelo v. Namur
H4P00085,Adelram
H4P00086,"Adolf, Gf. III. v. Berg"
H4P00087,"Afra, Heilige, Märtyrerin aus Augsburg"
H4P00088,"<i>Agicardus</i>, <i>vicedomnus</i>"
H4P00089,"Agilolfinger, Adelsgeschlecht"
H4P00090,"Agnes (v. Poitou), Ks.in u. Kg.in, Regentin d. Reiches, Gem.in Ks. Heinrichs III., Mutter Äbtissin Adelheids v. Gandersheim, Heinrichs IV., Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes, Tochter Agnes’ v. Burgund, Cousine Gf. Wilhelms I. v. Burgund"
H4P00091,"Agnes v. Burgund, Mutter Agnes’ (v. Poitou)"
H4P00092,"Agnes v. Rheinfelden, Gem.in (Gegen)Hzg. Bertholds (II. v. Zähringen) v. Schwaben, Tochter (Gegen)Kg. Rudolfs v. Rheinfelden und Adelheids v. Turin, Schwester (Gegen)Hzg. Bertholds (v. Rheinfelden) I. v. Schwaben, Kg.in Adelheids (v. Rheinfelden) v. Ungarn und Berthas v. Rheinfelden, Nichte Bf. Adalberos (v. Rheinfelden) v. Worms, Amadeus’ und Ks.in Berthas (v. Turin)"
H4P00093,"Agnes v. Waiblingen, Gem.in (1) Hzg. Friedrichs (v. Staufen) I. v. Schwaben und (2) Mgf. Leopolds (Liupold) III. v. Österreich, Tochter Heinrichs IV. und Ks.in Berthas (v. Turin), Schwester Adelheids, Heinrichs V., Heinrichs, (Gegen)Kg. Konrads (III.) (und Mathildes [<i>Mactilldr</i>]?), Nichte Adelheids v. Turin, Äbtissin Adelheids v. Gandersheim, Amadeus’, Judith-Sophies, Hzg. Konrads II. v. Bayern und Mathildes"
H4P00094,"Aicardus, <i>iudex</i>"
H4P00095,Aicardus
H4P00096,"Aitingus, Vater Werizos"
H4P00097,"Al-Mustansir, Fatimidenkalif (1036-1094)"
H4P00098,"Alberada, Gf.in., Tochter Hzg. Ottos (v. Schweinfurt) III. v. Schwaben und Immulas (Irmingard), Schwester Judiths, Halbschwester Mgf. Ekberts II. v. Meißen, Nichte Mgf.in Adelheids (v. Susa/v. Turin) v. Turin"
H4P00099,Alberich v. <i>Brembio</i> (Brembo?)
H4P00100,"Alberich v. Porzano, Onkel Alderads und Gerhards"
H4P00101,"Alberich, <i>legis peritus</i>"
H4P00102,"Alberich, Königsbote, Onkel Lanfranks"
H4P00103,"Alberich, Abt d. Kl.s Theres"
H4P00104,"Albericus (genannt <i>Porcus</i>), Valvassor"
H4P00105,"Albert Azzo, Mgf. II. v. Este, Gem. Chunizas, Vater Mgf. Fulcos v. Este, Mgf. Hugos v. Este und Hzg. Welfs (IV. v. Este) I. v. Bayern, Verwandter Mgf. Otberts d. Lombardei"
H4P00106,"Albert, Mgf. → Adalbert, Mgf., <i>fidelis</i> Heinrichs IV."
H4P00107,"Albert, Gf. III. v. Namur, <i>vicedux</i> v. Niederlothringen (1076-unbekannt), Vogt d. Stifts Andenne, Vater Alberts, Gottfrieds und Heinrichs, Bruder Heinrichs"
H4P00108,"Albert, Gf., Sohn Gerhards <i>Baracti</i> (v. Baracte?)"
H4P00109,"Albert, Gf."
H4P00110,"Albert, ksl. Ministeriale"
H4P00111,"Albert v. Briey, Vogt"
H4P00112,"Albert, <i>iudex sacri palatii</i>"
H4P00113,"Albert, <i>iudex</i>, Vogt d. Domkapitels zu Parma"
H4P00114,"Albert, Pfalznotar v. Parma"
H4P00115,"Albert, Notar"
H4P00116,Albert v. Prezzate
H4P00117,Albert Supracoci
H4P00118,"Albert, Sohn Auprands"
H4P00119,"Albert, Vater Manfreds"
H4P00120,"Albert, Sohn Gf. Alberts III. v. Namur, Bruder Gottfrieds und Heinrichs, Neffe Heinrichs"
H4P00121,"Albert, Teilnehmer d. Gesandtschaft Heinrichs IV. nach Konstantinopel"
H4P00122,Albert
H4P00123,Albert
H4P00124,"Albert, KardinalBf. v. Santa Rufina → Albertus, (Gegen)Papst"
H4P00125,"Albert (Adalbert), Bf. v. Novara (1079/80-1082/83)"
H4P00126,"Albert, Abt d. Kl.s Fruttuaria"
H4P00127,"Albert, <i>frater apostolicus</i>"
H4P00128,"Albertus, Sohn Arimondus’"
H4P00129,Albertus de Castegneto
H4P00130,"Albertus Talamaso, Vater Ubertus’"
H4P00131,"Albertus Tozoni, Bürger Bergamos"
H4P00132,"Albertus, (Gegen)Papst (1100), KardinalBf. v. Santa Rufina (Silva Candida) (um 1084-1100)"
H4P00133,"Albertus, Kanoniker v. San Giuliano in Gozzano"
H4P00134,"Albrecht, Landgf. v. Thüringen"
H4P00135,"Albuin, Vasall Bf. Eberhards v. Parma, leibl. Sohn Roberts, Bruder d. Vasallen Anselm und Gandulf"
H4P00136,"Albuin, Bf. v. Merseburg (1097-1112)"
H4P00137,"Albuin, Priester"
H4P00138,"Aldegerius, <i>iudex</i>"
H4P00139,"Alderad, Bruder Gerhards, Neffe Alberichs v. Porzano"
H4P00140,"Aldobrandeschi, Grafenfamilie"
H4P00141,"Aledramiden (Aleramiden), Adelsgeschlecht"
H4P00142,"Alemar, Bf. v. Parenzo (ca. 1060-1075)"
H4P00143,Aleramiden → Aledramiden
H4P00144,"Alexander II., Papst (1061-1073), zuvor Anselm, Bf. I. v. Lucca (1056-1061)"
H4P00145,"Alexander III., Papst (1159-1181)"
H4P00146,"Alexios I. Komnenos, byz. Ks. (1081-1118), Onkel Johannes’ Komnenos"
H4P00147,"Alexius <i>teutonicus</i>, Gesandter Hzg. Vratislavs II. v. Böhmen"
H4P00148,"Alger, Sekretär Bf. Otberts v. Lüttich"
H4P00149,"Algisus de Bonate, Valvassor"
H4P00150,"Algisus v. Vimercate, Valvassor"
H4P00151,Almerich
H4P00152,"Almus, Kg. v. Kroatien (1091-1095), Hzg. v. Kroatien (1084-1091), Sohn Kg. Gézas (Geisa/Joas) I. v. Ungarn, Halbbruder Kg. Kolomans v. Ungarn, Neffe Kg. Ladislaus’ (László) I. v. Ungarn und Sophies v. Ungarn"
H4P00153,<i>Alpero</i>
H4P00154,"Alphons VI., Kg. v. León (1065-1109) und Kastilien (1072-1109)"
H4P00155,"Alrich, Bf. v. Asti (1008-1035)"
H4P00156,"Altmann, Bf. v. Passau (1065-1085/91), seit 1080 ständiger Legat Papst Gregors VII. in Deutschland, Angehöriger d. Hofkapelle Heinrichs III., Hofkaplan Agnes’ (v. Poitou)"
H4P00157,"Altrich v. Jungingen, Herr"
H4P00158,"Altwin, Bf. v. Brixen (1049-1091/97)"
H4P00159,"Amadeus, Sohn Mgf. Ottos (v. Savoyen) v. Susa-Turin u. Mgf.in Adelheids (v. Susa/v. Turin) v. Turin, Bruder Adelheids v. Turin und Ks.in Berthas (v. Turin), Onkel Adelheids (v. Rheinfelden), Adelheids, Agnes’ (v. Rheinfelden), Agnes’ v. Waiblingen, Berthas (v. Rheinfelden), (Gegen)Hzg. Bertholds (v. Rheinfelden) I. v. Schwaben, Heinrichs V., Heinrichs, (Gegen)Kg. Konrads (III.) (und Mathildes [<i>Mactilldr</i>]?), Neffe Immulas (Irmingard)"
H4P00160,"Ambrosius, Propst d. Stiftes S. Alexander zu Bergamo"
H4P00161,Amelricus de Bosco
H4P00162,"Amicus, Parmeser Kleriker"
H4P00163,"Amizo v. Landriano, Valvassor"
H4P00164,"Amizo v. Mailand, Bannerträger Ottos v. Lodi"
H4P00165,"Amizo, Pfalznotar Palosocos"
H4P00166,"Ananias, biblische Gestalt"
H4P00167,"Anastasia (v. Kiew), Kg.in. v. Ungarn, Gem.in Kg. Andreas’ I. v. Ungarn, Mutter Kg. Salomons v. Ungarn, Tochter Großfürst Jaroslavs (d. Weisen) v. Kiew, Schwester d. Großfürsten Izjaslavs (Demetrius) v. Kiew, Svjatoslavs II. v. Kiew und Wsewolods v. Kiew, Tante Ks.in Eupraxias (Adelheid/ Praxedis)"
H4P00168,"Anastasius, Heiliger, persischer Märtyrer"
H4P00169,"Andreas, Kg. I. v. Ungarn (1046-1060), Gem. Kg.in Anastasias (v. Kiew) v. Ungarn, Vater Kg. Salomons v. Ungarn, Bruder Kg. Bélas I. v. Ungarn, Onkel Kg. Gézas (Geisa/Joas) I. v. Ungarn, Kg. Ladislaus’ (László) I. v. Ungarn und Sophies v. Ungarn"
H4P00170,"Andreas, <i>notarius et iudex domini imperatoris</i>"
H4P00171,"Andreas, Bf. I. v. Olmütz (1091-1096)"
H4P00172,"Annecho, aus der Grundherrschaft Boppard"
H4P00173,"Anno, Ebf. II. v. Köln (1056-1075), ital. Erzkanzler Heinrichs IV., Onkel Bf. Burchards II. v. Halberstadt, Lantfrieds? und Erzbischofelekt Konrads (Kuno) (v. Pfullingen) v. Trier"
H4P00174,"Anselm, Gf. v. Sospiro"
H4P00175,"Anselm, Dienstmann Heinrichs III."
H4P00176,"Anselm, Vasall Bf. Eberhards v. Parma, leibl. Sohn Roberts, Bruder d. Vasallen Albuin und Gandulf"
H4P00177,Anselm v. <i>Bragantio</i> (Breganze?)
H4P00178,"Anselm, Bf. I. v. Lucca → Alexander II., Papst"
H4P00179,"Anselm, Bf. II. v. Lucca (1073-1086), päpstlicher Vikar für die Lombardei"
H4P00180,"Anselm (v. Rho), Ebf. III. v. Mailand (1086-1093)"
H4P00181,"Anselm (v. Bovisio/Buis), Ebf. IV. v. Mailand (1097-1101)"
H4P00182,"Anselm, Bf. v. Novara (1082/83-ca. 1112)"
H4P00183,"Anselm, Abt d. Kl.s Bobbio"
H4P00184,"Anselm, Abt d. Kl.s Lorsch, Stifter d. Zelle d. hl. Stephan aus dem Heiligenberg"
H4P00185,"Antoninus, <i>iudex</i>"
H4P00186,"Anzo, Getreuer Heinrichs IV."
H4P00187,"Arderich, <i>iudex</i>"
H4P00188,"Arderich aus Bergamo, <i>iudex</i>"
H4P00189,"Arderich v. Rho, Valvassor"
H4P00190,"Arderich, Getreuer Papst Gregors VII. in Mailand"
H4P00191,Arderich aus Mailand
H4P00192,"Arditios <i>de Castello</i>, Mailänder"
H4P00193,"Arduin, Gf., Vater Eriprands"
H4P00194,"Arduin, Archidiakon d. Kirche zu Verona"
H4P00195,"Are, Grafengeschlecht"
H4P00196,"Argyros, Sohn d. <i>dux</i> Ismael-Melus’ v. <i>Apuliae</i>"
H4P00197,"Ariald, Pfalzgf., Gf. v. Bergamo"
H4P00198,"Aribert, Bf. v. Como (1085-1088)"
H4P00199,"Aribo, Gf. v. Haigermoos"
H4P00200,Aribo
H4P00201,"Aribo, Ebf. v. Mainz (1021-1031)"
H4P00202,"Aribo, Bf. v. Feltre → Arpo, Bf. v. Feltre"
H4P00203,"Aribo, Gurker Propst"
H4P00204,"Aribonen, Adelssippe im bayerisch-österr. Raum"
H4P00205,"Arimannen, Wehrpflichtige freie Bewohner d. Langobardenreiches"
H4P00206,"Arimondus, Vater Albertus’"
H4P00207,"Ariprand de Prezzate, Valvassor"
H4P00208,"Arlimbaldus Cozo, Bürger Bergamos"
H4P00209,"Armanus, Bf. v. Brescia → Hermann, Bf. v. Brescia"
H4P00210,"Arnald, Gf."
H4P00211,"Arnald, <i>iudex</i>"
H4P00212,Arnald v. Rhò
H4P00213,"Arnold, Gf. im Augstgau"
H4P00214,"Arnold, Gf. v. Chiny, Vater Gf. Ottos v. Chiny"
H4P00215,"Arnold, Gf. v. Lambach, Vater Bf. Adalberos (v. Lambach-Wels) v. Würzburg und Mgf. Gottfrieds, Sohn Arnolds"
H4P00216,"Arnold, Gf. I. v. Looz,"
H4P00217,"Arnold Canefri, Gf., Sohn Gf. Ruperts und Willas, Bruder Kardinal Peters Canefri"
H4P00218,"Arnold <i>de Husan</i> (Hausen bei Mindelheim?), Herr"
H4P00219,"Arnold v. Meersburg, königl. <i>miles</i>, Bruder Berthold (Berchtold) v. Meersburg und Liupolds v. Meersburg"
H4P00220,"Arnold, Vater Gf. Arnolds v. Lambach"
H4P00221,"Arnold, aus der Grundherrschaft Boppard"
H4P00222,Arnold
H4P00223,"Arnold, Bf. v. Bergamo → Arnulf, Bf. v. Bergamo"
H4P00224,"Arnold, Bf. v. Cremona → Arnulf, Bf. v. Cremona"
H4P00225,"Arnold (v. Heiligenberg), (ksl. Gegen)Bf. v. Konstanz (1092-1105/12), St. Galler Mönch"
H4P00226,"Arnold, Bf. I. v. Worms (1044-1065)"
H4P00227,"Arnold, Propst v. St. Pantaleon zu Köln"
H4P00228,"Arnsteiner, Adelsgeschlecht aus Thüringen"
H4P00229,"Arnulf III. v. Flandern, Gf. v. Flandern und Hennegau, Sohn Gf. Balduins VI. v. Flandern und Gf.in Richildes v. Hennegau, Bruder Gf. Balduins VII. v. Flandern, Neffe Gf. Roberts I. (d. Friesen) v. Flandern"
H4P00230,"Arnulf, Gf. I. v. Loon/Looz, Vogt d. Kl.s Hl. Jakob zu Lüttich, Bruder Theoderichs"
H4P00231,"Arnulf, Gf."
H4P00232,"Arnulf, Edelfreier"
H4P00233,Arnulf v. Goldbach
H4P00234,Arnulf v. Merode
H4P00235,"Arnulf (Arnold), Bf. v. Bergamo (1077-1098/1100)"
H4P00236,"Arnulf (Arnold), Bf. v. Cremona (zw. 1066/1068-1091), Mailänder Kleriker, Neffe Ebf. Widos v. Mailand"
H4P00237,"<i>Arnulfi</i>, angebl. Kanzler Heinrichs IV."
H4P00238,"Arpo, <i>iudex</i>"
H4P00239,"Arpo (Aribo), Bf. v. Feltre (1086-1117)"
H4P00240,"Aschabinus, Gf."
H4P00241,"Askerich, Hofnarr, Geschenk Bf. Gunthers v. Bamberg an Heinrich IV."
H4P00242,"Aso, Ministeriale, Großvater Gertruds v. Boppard"
H4P00243,"Astaldus, Vater Astaldus’"
H4P00244,"Astaldus, Sohn Astaldus’"
H4P00245,"Atto, Sohn Rudolf Rubias, Bruder Aczos"
H4P00246,"Atto, (Gegen)Ebf. v. Mailand (1072-unbekannt)"
H4P00247,Atzo Baldonis
H4P00248,"Aubert, Mgf., Vater Mgf. Adalberts (Albert)"
H4P00249,"Aubert, Mgf."
H4P00250,"Aubert, Bannerträger"
H4P00251,"Aupizo, genannt <i>de Reclaosa</i>, Priester"
H4P00252,Auprand Albrogrini
H4P00253,Auprand v. Ticengo
H4P00254,"Auprand, Vater Alberts"
H4P00255,"Avianus, Arzt Mgf.in Mathildes v. Tuszien-Canossa"
H4P00256,"Azala, Tochter Lancwares, Schwester Chunizas, Coldruns, Ermas, Frizalas, Gozas, Gruzas, Herlocs, Perthas, Rihkartas und Seburgas"
H4P00257,"Azela, Gem.in Gf. Wolframs d. Ardennen, Mutter Bf. Johannes’ I. v. Speyer und d. Gem.in Dietmars v. Trifels, vermeintliche Tochter Heinrichs III. oder uneheliche Tochter Heinrichs IV."
H4P00258,"Azelin, Bf. v. Treviso (1070-vor 1076)"
H4P00259,"Azzo, Mgf. II. v. Este → Albert Azzo, Mgf. II. v. Este"
H4P00260,"Azzo, Dienstmann Mgf. Ernsts v. Österreich"
H4P00261,"Azzo, Bf. v. Foligno (1049-1059/66)"
H4P00262,"Azzolin, Kämmerer Agnes’ (v. Poitou)"
H4P00263,BA → Burchard A
H4P00264,"Babo, Gf. im Chiemgau"
H4P00265,"Babo, <i>miles</i>"
H4P00266,"Babo, Abt d. Kl.s St. Emmeram zu Regensburg"
H4P00267,"Balderich, Bf. I. v. Lüttich (956-959), Gründer d. Kl.s Hl. Jakob zu Lüttich"
H4P00268,"Balduin V., Gf. v. Flandern, Vater Gf. Balduins VI. v. Flandern und Gf. Roberts I. (d. Friesen) v. Flandern"
H4P00269,"Balduin VI., Gf. v. Flandern und I. v. Hennegau, Gem. Gf.in Richildes v. Hennegau, Vater Gf. Arnulfs III. v. Flandern und Gf. Balduins VII. v. Flandern, Sohn Gf. Balduins V. v. Flandern, Bruder Gf. Roberts I. (d. Friesen) v. Flandern, Onkel Gf. Roberts II. v. Flandern"
H4P00270,"Balduin VII., Gf. v. Flandern und v. II. Hennegau, Sohn Gf. Balduins VI. v. Flandern und Gf.in Richildes v. Hennegau, Bruder Gf. Arnulfs III. v. Flandern, Neffe Gf. Roberts I. (d. Friesen) v. Flandern"
H4P00271,"Balduin, Sohn Gf.in Idas (v. Bouillon), Bruder Hzg. Gottfrieds (V.) (v. Bouillon) v. Niederlothringen, Neffe Hzg. Gottfrieds (IV.) (d. Buckligen) v. Niederlothringen und Wiltruds"
H4P00272,"Balduin, Ebf. v. Salzburg (1041-1060)"
H4P00273,"Bardo (Bodo), Ebf. v. Mainz (1031-1051), Erzkanzler Heinrichs IV."
H4P00274,"<i>Bardonus</i>, Erzkanzler Heinrichs IV. → Bardo (Bodo), Ebf. v. Mainz"
H4P00275,"<i>Barocius de Burgo</i>, Bürger Cremonas"
H4P00276,"Baroncius, Kanoniker v. San Giuliano in Gozzano"
H4P00277,Baruncellus
H4P00278,"Bavo, Vater Dietrichs"
H4P00279,BB → Burchard B
H4P00280,"Beatrix (v. Tuszien-Canossa), Gf.in. v. Tuszien, Gem.in (1) Mgf. Bonifaz’ v. Tuszien-Canossa und (2) Hzg. Gottfrieds (III.) (d. Bärtigen) v. Ober- und Niederlothringen, Mutter Mgf.in Mathildes v. Tuszien-Canossa (aus [1])"
H4P00281,"Beatrix, Reinhausener Grafentochter, Schwester Konrads v. Reinhausen und Bf. Udos (v. Gleichen-Reinhausen) v. Hildesheim"
H4P00282,"Beatrix, Mutter Bf. Adalberos v. Bamberg"
